MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU292009100690,북부소방서,문흥119안전센터,아하노래연습장,노래연습장업,20220707090830,20220707,090830,2022,07,07,근린생활시설,,20020824,20220607,광주광역시 북구 용봉동 ,저불로69번길,,,,,,0/3,콘서트노래방 - 콘서트노래방동,양식(옥),철근콘크리트조,,Y
MU292009100752,북부소방서,문흥119안전센터,러브노래연습장,노래연습장업,20220405144153,20220405,144153,2022,04,05,근린생활시설,,20030820,20220302,광주광역시 북구 문흥동 ,호동로79번길,지하1층 러브노래연습장,석고,,합판,81.0,지하,필드(필트) - 필드(필트)동,양식(옥),철근콘크리트조,,Y
MU292010102614,동부소방서,용산119안전센터,수노래연습장,노래연습장업,20220826132832,20220826,132832,2022,08,26,근린생활시설,,20041228,20170322,광주광역시 동구 학동 ,의재로,,석고보드 . 유리,467.0,방염 후 처리(필름 도료) ,47.0,1/3,,양식(옥),철근콘크리트조,,Y
MU292009100797,북부소방서,문흥119안전센터,돌핀노래연습장,노래연습장업,20220405144523,20220405,144523,2022,04,05,근린생활시설,,20050713,20220315,광주광역시 북구 용봉동 ,설죽로217번길,,,,,,0/2,풍천장어 - 풍천장어동,양식(옥),철근콘크리트조,,Y
MU292009100789,북부소방서,문흥119안전센터,춘향이노래연습장,노래연습장업,20221110141734,20221110,141734,2022,11,10,근린생활시설,,20140519,20221013,광주광역시 북구 문흥동 ,서하로,,석고,,합판-방염도료,17.0,지상,블루 - 블루동,양식(옥),철근콘크리트조,,Y
MU292009101364,동부소방서,대인119안전센터,작은평화,단란주점,20220302153853,20220302,153853,2022,03,02,,,20000101,20130902,광주광역시 동구 대인동 ,동계천로6번길,,,,,,1/4,,양식(옥),철근콘크리트조,,Y
MU292009101234,광산소방서,첨단119안전센터,샤방샤방 노래연습장,노래연습장업,20220106193607,20220106,193607,2022,01,06,,,20101110,20220105,광주광역시 광산구 월계동 ,월계로,,석고보드.유리,,벽체.천정.문,39.0,1/3,,양식(옥),철근콘크리트조,,Y
MU292009100926,광산소방서,첨단119안전센터,삼다수 음악홀,유흥주점,20220906122715,20220906,122715,2022,09,06,,,20120309,20220324,광주광역시 광산구 월계동 ,임방울대로800번길,,,,,,0/2,이경범건물 - 월계동동,양식(옥),철근콘크리트조,,Y
MU292009100927,광산소방서,첨단119안전센터,삼다수,단란주점,20220324154957,20220324,154957,2022,03,24,복합건축물,,20120309,20220324,광주광역시 광산구 월계동 ,임방울대로800번길,,,,,,0/2,이경범건물 - 월계동동,양식(옥),철근콘크리트조,,Y
MU292009100930,광산소방서,월곡119안전센터,튀항이브노래연습장,노래연습장업,20221220173425,20221220,173425,2022,12,20,근린생활시설,,20041231,20221220,광주광역시 광산구 월곡동 ,산정공원로94번길,,,,,,1/3,하남회관(돌산노래방) - 라이브노래방(구 돌산노래방)동,양식(옥),철근콘크리트조,,N
MU292009100808,북부소방서,문흥119안전센터,소판돈노래연습장,노래연습장업,20221208141352,20221208,141352,2022,12,08,근린생활시설,,20121011,20221109,광주광역시 북구 용봉동 ,용봉택지로,,,,,,4,주강빌딩 - 주강빌딩동,양식(옥),철근콘크리트조,,Y
MU292009100821,북부소방서,문흥119안전센터,츄카츄카노래연습장,노래연습장업,20221208142014,20221208,142014,2022,12,08,근린생활시설,,20121012,20221114,광주광역시 북구 용봉동 ,저불로,,,,,,0/4,츄카츄카노래방 - 츄카츄카노래방동,양식(옥),철근콘크리트조,,Y
MU292009101641,동부소방서,대인119안전센터,신데렐라,유흥주점,20220302141149,20220302,141149,2022,03,02,위락시설,,20130126,20191009,광주광역시 동구 계림동 ,무등로333번길,,,,,,2,,양식(옥),철근콘크리트조,,Y
MU292009101642,동부소방서,대인119안전센터,사루비아,유흥주점,20220302141405,20220302,141405,2022,03,02,위락시설,,20130126,,광주광역시 동구 계림동 ,무등로333번길,,,,,,1,,양식(옥),철근콘크리트조,,Y
MU292009100963,광산소방서,월곡119안전센터,아하노래연습장,노래연습장업,20220812114322,20220812,114322,2022,08,12,,20091026,20091102,20220516,광주광역시 광산구 우산동 ,사암로216번길,,석고.유리,246.0,,,0/2,이가옹구삼겹 - 이가옹구삼겹동,양식(옥),철근콘크리트조,,Y
MU292009101742,남부소방서,봉선119안전센터,브라보7080,단란주점,20221102093148,20221102,093148,2022,11,02,근린생활시설,,19990709,20221019,광주광역시 남구 봉선동 ,대남대로149번길,,석고보드,,합판등,,4/1,럭키장 - 럭키장동,양식(옥),철근콘크리트조,,Y
MU292009101062,북부소방서,문흥119안전센터,친구야7080,단란주점,20220616102526,20220616,102526,2022,06,16,위락시설,,20011203,20220405,광주광역시 북구 용봉동 ,설죽로217번길,,,,,,1/5,르네상스모텔 - 르네상스모텔동,양식(옥),철근콘크리트조,,Y
MU292009101367,동부소방서,대인119안전센터,7(세븐),단란주점,20220302154316,20220302,154316,2022,03,02,근린생활시설,,20010607,20180614,광주광역시 동구 대인동 ,동계천로6번길,,,,,,1/3,금강원건재도매한약(금강원) - 금강원건재도매한약동,양식(옥),철근콘크리트조,,Y
MU472009100830,봉화소방서,봉화119안전센터,세븐가요주점,유흥주점,20221020150013,20221020,150013,2022,10,20,위락시설,,20161013,20220711,경상북도 봉화군 봉화읍 내성리,내성로1길,,,,합판(방염도료).MDF(방염도료),109.0,1/3,세븐가요주점 - 세븐가요주점동,양식(옥),철근콘크리트조,,Y
MU472009100238,경산소방서,진량119안전센터,호박골 노래연습장,노래연습장업,20220701122755,20220701,122755,2022,07,01,근린생활시설,20160507,20160607,20160628,경상북도 경산시 진량읍 신상리,공단6로,,,,MDF위 방염도료,,1/2,호박골노래방건물 - 호박골 노래방 건물동,양식(옥),철골조,,Y
MU292010103429,광산소방서,비아119안전센터,스타노래연습장,노래연습장업,20220221164548,20220221,164548,2022,02,21,근린생활시설,20100712,20100716,20220218,광주광역시 광산구 수완동 ,임방울대로332번길,,석고보드. 유리,555.0,,,지상,임철홍건물 - 1동,양식(옥),철근콘크리트조,,Y
MU472009100200,포항남부소방서,연일119안전센터,유강 노래연습장,노래연습장업,20220708153010,20220708,153010,2022,07,08,근린생활시설,,20071126,20220708,경상북도 포항시 남구 연일읍 유강리,유강길,,,,,,1/4,블랙타워(하원창씨건물) - 하원창 건물(블랙타워)동,양식(옥),철근콘크리트조,,Y
MU472009100548,영주소방서,문수119안전센터,헤라가요주점,유흥주점,20220628202052,20220628,202052,2022,06,28,복합건축물,,20140807,20200617,경상북도 영주시 휴천동 ,꽃동산로,컴퓨터세탁빨래방,핸디 및 석고보드,,,,3,아랑(구.명월관) - 명월관동,양식(옥),철근콘크리트조,,Y
MU472009100732,포항남부소방서,효자119안전센터,멕코이치킨,일반음식점,20221026101109,20221026,101109,2022,10,26,근린생활시설,,20030113,20221026,경상북도 포항시 남구 이동 ,대이로127번길,,석고. 유리. 철판 등,,방염도료,89.0,0/4,멕코이치킨호프 - 멕시코양념통닭동,양식(옥),철근콘크리트조,,N
MU472009100809,영주소방서,문수119안전센터,솜사탕,유흥주점,20220905152439,20220905,152439,2022,09,05,,,20021204,20220831,경상북도 영주시 휴천동 ,꽃동산로,,방염도료,,,,지상,노래하는대경 - 노래하는 대경동,양식(옥),철근콘크리트조,,Y
MU472009100953,영천소방서,남부119안전센터,노래하는백천주점,단란주점,20220706152814,20220706,152814,2022,07,06,근린생활시설,,20070509,20220707,경상북도 영천시 완산동 ,완산로,백천빌딩,석고보드,,커튼 등,62.0,1/5,백천빌딩 - 백천빌딩동,양식(옥),철근콘크리트조,,Y
MU292010102902,동부소방서,대인119안전센터,스타벅스 충장서림점,휴게음식점,20220302151536,20220302,151536,2022,03,02,복합건축물,,20020813,,광주광역시 동구 금남로2가 ,충장로,무등맨션,,,,,지상,무등맨션(호암실업) - 호암실업동,양식(옥),철근콘크리트조,,Y
MU472009100565,김천소방서,다수119안전센터,다온(구 필),유흥주점,20220214134935,20220214,134935,2022,02,14,위락시설,,20050419,20200916,경상북도 김천시 부곡동 ,시민로,,석고,,MDF,40.0,4/1,와와가요방 - 와와가요방동,양식(옥),철근콘크리트조,,Y
MU292010102963,북부소방서,동림119안전센터,포인트 노래연습장,노래연습장업,20220706163222,20220706,163222,2022,07,06,근린생활시설,20100412,20100413,,광주광역시 북구 운암동 ,황계로55번길,,석고보드.유리.몰탈,642.0,MDF(방염필름),54.0,5/1,,양식(옥),철근콘크리트조,,N
MU472009100778,봉화소방서,봉화119안전센터,황제노래연습장,노래연습장업,20221020150503,20221020,150503,2022,10,20,근린생활시설,,20070110,20210407,경상북도 봉화군 봉화읍 내성리,봉화로,Familymart,,,MDF,112.0,1/5,단비빌딩건물 - 단비빌딩건물동,양식(옥),철근콘크리트조,,Y
MU472009100839,영천소방서,남부119안전센터,신나라,노래연습장업,20220613122748,20220613,122748,2022,06,13,근린생활시설,20020206,20170821,20220610,경상북도 영천시 완산동 ,강남길,,석고보드,,문짝.문틀.카운터,62.0,1/4,영천한우식당건물 - 영천한우식당건물동,양식(옥),철근콘크리트조,,Y
MU472009100634,봉화소방서,봉화119안전센터,일번지가요주점,유흥주점,20221020145406,20221020,145406,2022,10,20,위락시설,,20200701,20211110,경상북도 봉화군 물야면 오록리,문수로,일번지가요주점,,,,,1,일번지가요주점 - 일번지가요주점동,양식(옥),철근콘크리트조,,Y
MU292011106798,북부소방서,문흥119안전센터,슈가노래연습장,노래연습장업,20220810095629,20220810,095629,2022,08,10,근린생활시설,20110128,20110131,20220728,광주광역시 북구 오치동 ,안산로,,콘크리트. 석고보드,266.0,,,2/0,쑈노래연습장 - 쑈노래연습장동,양식(옥),철근콘크리트조,,Y
MU472009100973,구미소방서,인동119안전센터,진평삼천궁녀주점,유흥주점,20220405100024,20220405,100024,2022,04,05,,,20030114,20220321,경상북도 구미시 진평동 ,인동32길,,,,,,1,,양식(옥),철근콘크리트조,,Y
MU292010103060,광산소방서,첨단119안전센터,르네상스음악홀,유흥주점,20220325163721,20220325,163721,2022,03,25,근린생활시설,,20081009,20220325,광주광역시 광산구 쌍암동 ,첨단중앙로152번길,,,,,,0/2,,양식(옥),철골조,,Y
MU472009100652,봉화소방서,봉화119안전센터,비즈니스노래클럽,유흥주점,20221020150054,20221020,150054,2022,10,20,위락시설,,20150429,20181231,경상북도 봉화군 봉화읍 내성리,내성로5길,,,,방염벽지,,1,싸이판 - 싸이판동,한식(옥),벽돌조,,Y
MU472009100655,봉화소방서,봉화119안전센터,옥소리노래연습장,노래연습장업,20221020145914,20221020,145914,2022,10,20,근린생활시설,,19990702,20220314,경상북도 봉화군 봉화읍 내성리,내성로1길,,,,,,2,옥소리노래방 - 옥소리노래방동,양식(옥),철근콘크리트조,,Y
MU472009100661,경산소방서,중앙119안전센터,제니스노래주점,유흥주점,20220804123936,20220804,123936,2022,08,04,근린생활시설,20200821,20200921,20220729,경상북도 경산시 중방동 ,중앙로,,석고보드 등,,합판 위 방염시트,,1/3,박자수건물(제니스주점) - 박자수건물동,양식(옥),철근콘크리트조,,Y
MU472009100734,포항남부소방서,효자119안전센터,힐링,유흥주점,20221018105601,20221018,105601,2022,10,18,위락시설,,20030123,20221018,경상북도 포항시 남구 대잠동 ,새천년대로434번길,,석고. 유리. 철판 등,,방염필름(MDF),99.0,0/1,우솔가요주점(구.더샵가요방) - 우솔가요주점(구.더샵가요방)동,양식(옥),철근콘크리트조,,Y
MU292009101333,동부소방서,대인119안전센터,신락원,일반음식점,20221129110907,20221129,110907,2022,11,29,근린생활시설,,20070417,,광주광역시 동구 충장로5가 ,충장로,,,,필름,100.0,0/3,신락원 - 신락원동,양식(옥),철근콘크리트조,,Y
MU292009101253,광산소방서,첨단119안전센터,더존노래연습장,노래연습장업,20220304092950,20220304,092950,2022,03,04,근린생활시설,,19981215,20220302,광주광역시 광산구 월계동 ,월계로118번길,,,,,,1/3,,양식(옥),철근콘크리트조,,Y
MU292009101296,남부소방서,봉선119안전센터,탑라이브7080,단란주점,20220802143738,20220802,143738,2022,08,02,근린생활시설,,20120505,20220725,광주광역시 남구 봉선동 ,봉선1로,Bonita,,,,,1/2,가시나노래홀(구수인) - 수인 단란 주점동,양식(옥),철근콘크리트조,,Y
MU292009101011,남부소방서,송하119안전센터,란7080,일반음식점,20220901131706,20220901,131706,2022,09,01,근린생활시설,,20110525,20220829,광주광역시 남구 백운동 ,군분로,,,,,,1/4,얼짱노래연습장(이영순건물) - 이영순 건물(얼짱노래방)동,양식(옥),철근콘크리트조,,Y
MU472009100744,봉화소방서,봉화119안전센터,VIP가요주점,유흥주점,20221020150512,20221020,150512,2022,10,20,위락시설,,20190802,20190801,경상북도 봉화군 봉화읍 내성리,내성로4길,,,,,,3,vip가요주점 - 성대가요주점동,양식(옥),철근콘크리트조,,Y
MU292009101349,동부소방서,대인119안전센터,축제,유흥주점,20220302153322,20220302,153322,2022,03,02,,20120709,20120716,20160713,광주광역시 동구 대인동 ,구성로,,,,방염도료,9.0,1/4,,양식(옥),철근콘크리트조,,Y
MU292009101350,동부소방서,대인119안전센터,코러스노래타운,유흥주점,20220812163759,20220812,163759,2022,08,12,,,20040330,,광주광역시 동구 대인동 ,동계천로,,,,없음,,4/1,,양식(옥),철근콘크리트조,,Y
MU472009100760,영주소방서,문수119안전센터,시드니가요주점,유흥주점,20220906130637,20220906,130637,2022,09,06,근린생활시설,,20030827,20220809,경상북도 영주시 휴천동 ,대학로,시드니가요주점,,96.0,,,지상,경북빌딩 - 경북빌딩동,양식(옥),철근콘크리트조,,Y
MU292009101080,남부소방서,송하119안전센터,호수,노래연습장업,20220701131550,20220701,131550,2022,07,01,복합건축물,,20090420,20220616,광주광역시 남구 노대동 ,효우로,,석고보드,564.0,MDF(방염후처리됨),,1/6,케이원씨티건물 - 씨티(메디컬)의료센터동,양식(옥),철근콘크리트조,,Y
MU292009100475,남부소방서,봉선119안전센터,블루,일반음식점,20221121103234,20221121,103234,2022,11,21,근린생활시설,20090727,20090728,20221118,광주광역시 남구 봉선동 ,봉선1로,,석고보드. 유리,165.0,,,1/4,,양식(옥),철골철근콘크리트조,,Y
MU472009100769,봉화소방서,봉화119안전센터,아모르 부킹,유흥주점,20221020150033,20221020,150033,2022,10,20,위락시설,,20131029,20220712,경상북도 봉화군 봉화읍 내성리,내성로5길,,,,,,1,아모르가요주점 - 아모르가요주점동,양식(옥),블록조,,Y
MU292009100614,광산소방서,첨단119안전센터,79노래홀,유흥주점,20220510211339,20220510,211339,2022,05,10,,20090902,20090907,20220506,광주광역시 광산구 쌍암동 ,첨단중앙로152번길,,석고보드. 유리,306.0,,,1/6,갤러리빌딩 - 갤러리빌딩동,양식(옥),철골철근콘크리트조,,Y
MU292010103499,광산소방서,송정119안전센터,스타노래연습장,노래연습장업,20220623114323,20220623,114323,2022,06,23,근린생활시설,20070809,20010619,20220621,광주광역시 광산구 도산동 ,송도로,,,,,,3/1,파랑새장식 - 파랑새장식동,양식(옥),철근콘크리트조,,Y
MU292009100502,북부소방서,우산119안전센터,7080 열린음악회,일반음식점,20220520161801,20220520,161801,2022,05,20,근린생활시설,20090721,20090730,20220420,광주광역시 북구 중흥동 ,서양로,,콘크리트. 석고보드. 타일,236.0,해당없음,,지하1층,카리브호프(국제다방) - 카리브호프(국제다방)동,양식(옥),철골철근콘크리트조,,Y
MU472009103364,경주소방서,안강119안전센터,첼로노래연습장,노래연습장업,20221230095451,20221230,095451,2022,12,30,근린생활시설,19981218,19981218,20221229,경상북도 경주시 안강읍 양월리,비화원로,,,,,,0/3,첼로노래연습장 - 첼로노래연습장동,양식(옥),철근콘크리트조,,Y
MU292011106815,북부소방서,우산119안전센터,청정한농식육식당,일반음식점,20221218162151,20221218,162151,2022,12,18,근린생활시설,20110127,20110128,20221101,광주광역시 북구 각화동 ,동문대로204번길,,석고보드.유리.몰탈,733.0,MDF(방염필림),53.0,5/0,청정한농식육식당 - 청정한농식육식당동,양식(옥),철근콘크리트조,,Y
MU472009104202,구미소방서,선산119안전센터,yes노래연습장(예스노래연습장),노래연습장업,20221129120816,20221129,120816,2022,11,29,근린생활시설,20071115,20071221,20221125,경상북도 구미시 선산읍 완전리,남문로3길,,콘크리트.석고보드,180.0,방염필름,74.0,지상3,구사이버짱PC방 현YES노래연습장 - 구사이버짱PC방 현YES노래연습장동,양식(옥),철근콘크리트조,,Y
MU472009103729,포항남부소방서,해도119안전센터,이용범7080 통기타라이브,단란주점,20220728080931,20220728,080931,2022,07,28,위락시설,,19991006,20220728,경상북도 포항시 남구 송도동 ,송림로,,,,해파13810-599('99.10.05)호에의거 후처리됨,27.0,2,월성 룸 가요클럽 - 월성룸가요클럽동,양식(옥),철근콘크리트조,,Y
MU292010104375,광산소방서,비아119안전센터,입큰 노래연습장,노래연습장업,20220915093309,20220915,093309,2022,09,15,근린생활시설,20101202,20101208,20220914,광주광역시 광산구 수완동 ,장신로147번길,,석고보드.유리.타일,434.0,방염필름(합판),38.0,2,김미정건물 - 1동동,양식(옥),철골조,,Y
MU472009103473,구미소방서,봉곡119안전센터,리치노래연습장,노래연습장업,20221027075349,20221027,075349,2022,10,27,근린생활시설,,20090224,20221025,경상북도 구미시 봉곡동 ,봉곡남로,,,,,,0/2,리치노래연습장 - 리치노래연습장동,양식(옥),철근콘크리트조,,Y
MU472009102347,봉화소방서,춘양119안전센터,비엔나노래연습장,노래연습장업,20221220075133,20221220,075133,2022,12,20,근린생활시설,,20221214,20221214,경상북도 봉화군 춘양면 의양리,의양로,비엔나노래연습장,,,합판,49.0,2/0,비엔나노래방 - 비엔나동,양식(옥),철근콘크리트조,,Y
MU472009102343,구미소방서,송정119안전센터,싸이노래연습장,노래연습장업,20220811084513,20220811,084513,2022,08,11,판매시설,20080625,20080625,20130723,경상북도 구미시 형곡동 ,형곡로,형곡중앙시장,석고보드,260.0,방염필름.방염도료,28.0,1/2,형곡중앙시장 - 형곡중앙시장동,양식(옥),철근콘크리트조,,Y
MU292011105196,북부소방서,우산119안전센터,베스트하우스,고시원업,20220329205754,20220329,205754,2022,03,29,근린생활시설,20200129,20200226,20220329,광주광역시 북구 중흥동 ,서방로19번길,,콘크리트.유리.타일,3019.0,목재-도료,86.0,0/4,베스트하우스 - 베스트하우스동,양식(옥),철근콘크리트조,,Y
MU292011107355,북부소방서,우산119안전센터,부광횟집,일반음식점,20220909153748,20220909,153748,2022,09,09,복합건축물,20070821,20070821,20220804,광주광역시 북구 각화동 ,동문대로248번길,각화동종합상가(주),,,,,3/0,각화동종합상가 - 각화동종합상가(주)동,양식(옥),철근콘크리트조,,Y
MU292011107415,북부소방서,우산119안전센터,팡팡노래연습장,노래연습장업,20221220132615,20221220,132615,2022,12,20,근린생활시설,,20130730,20221121,광주광역시 북구 문흥동 ,문화소통로302번길,,,,,,4/1,하나빌딩(소랑소랑등)(건물) - 하나빌딩동,양식(옥),철근콘크리트조,,Y
MU292010102763,광산소방서,첨단119안전센터,에스(S)노래홀,유흥주점,20220828093649,20220828,093649,2022,08,28,위락시설,20100226,20100305,20220822,광주광역시 광산구 월계동 ,임방울대로826번길,,석고보드.유리,354.0,,,0/2,,양식(옥),철근콘크리트조,,Y
MU472009102970,예천소방서,예천119안전센터,벤츠,유흥주점,20220728175510,20220728,175510,2022,07,28,위락시설,20040819,20220420,20220420,경상북도 예천군 예천읍 노하리,효자로,황금모텔,,,,,0/6,,양식(옥),철근콘크리트조,,Y
MU292010102852,동부소방서,대인119안전센터,유한회사 황금,단란주점,20220302100317,20220302,100317,2022,03,02,근린생활시설,,20120713,20160317,광주광역시 동구 황금동 ,서석로,,석고보드. 유리. 타일,651.0,방염필름,27.0,1/5,킹콩스테이크(구.글램 건물) - 모야음식점 구)브니띠또동,양식(옥),철근콘크리트조,,N
MU292011110795,광산소방서,비아119안전센터,수완리더스골프존,가상체험체육시설(스크린골프연습장),20221017174242,20221017,174242,2022,10,17,근린생활시설,20110329,20110413,20221014,광주광역시 광산구 수완동 ,왕버들로,,석고보드. 유리,2300.0, mdf(필름),182.0,0/2,이용규건물 - 1동동,양식(옥),철근콘크리트조,,Y
MU292011110215,광산소방서,송정119안전센터,수라이브카페,일반음식점,20220812112354,20220812,112354,2022,08,12,근린생활시설,20110325,20110405,20220421,광주광역시 광산구 송정동 ,광산로,,석고보드.유리,189.0,MDF(필름),61.0,1/3,얼음막걸리 - 얼음막걸리동,양식(옥),철근콘크리트조,,Y
MU292010102608,북부소방서,문흥119안전센터,라이브오렌지,일반음식점,20221110093222,20221110,093222,2022,11,10,근린생활시설,20100219,20100420,20221031,광주광역시 북구 오치동 ,서하로,,석고보드.조적.타일,218.0,mdf(필름),63.0,5/1,천경빌딩(신나는노래연습장) - 천경빌딩(신나는노래연습장)동,양식(옥),철근콘크리트조,,Y
MU292010102607,북부소방서,우산119안전센터,말바우 노래연습장,노래연습장업,20221104172412,20221104,172412,2022,11,04,근린생활시설,20100219,20100420,20221020,광주광역시 북구 우산동 ,서방로,,석고보드.유리,495.0,,,3/0,,양식(옥),철근콘크리트조,,Y
MU292010103037,광산소방서,첨단119안전센터,백악관,유흥주점,20220708161403,20220708,161403,2022,07,08,위락시설,20060513,20060516,20220706,광주광역시 광산구 쌍암동 ,첨단중앙로152번길,,,,,,0/2,백악관 - 백악관동,양식(옥),철골조,,Y
MU292010103183,동부소방서,대인119안전센터,갤럭시,단란주점,20220302104303,20220302,104303,2022,03,02,,20081226,20081230,20160526,광주광역시 동구 대인동 ,동계천로6번길,,,,,,1/2,,양식(옥),철근콘크리트조,,Y
MU292010103353,동부소방서,대인119안전센터,이브노래홀,유흥주점,20221129111201,20221129,111201,2022,11,29,복합건축물,,19971001,20140129,광주광역시 동구 대인동 ,동계천로6번길,,,,,,3/1,월드마트 - 월드마트동,양식(옥),철근콘크리트조,,Y
MU292010103354,동부소방서,대인119안전센터,바빌론,비디오물소극장업,20220302155424,20220302,155424,2022,03,02,복합건축물,,20070601,,광주광역시 동구 대인동 ,동계천로6번길,,,,,,3/1,월드마트 - 월드마트동,양식(옥),철근콘크리트조,,Y
MU472009100143,상주소방서,서성119안전센터,불나비가요방,유흥주점,20221101131544,20221101,131544,2022,11,01,근린생활시설,20080104,20080604,20221027,경상북도 상주시 무양동 ,삼백로,,,,,,1,불나비가요방 - 불나비가요방동,조립식,샌드위치패널조,,Y
MU472009100226,경주소방서,보문119안전센터,경주교육문화회관2층부페식당,일반음식점,20221111164200,20221111,164200,2022,11,11,,20070315,20070322,20221019,경상북도 경주시 신평동 ,엑스포로,경주교육문화회관,철근콘크리트,603.0,,401.0,1/9,경주교육문화회관 - 가동(본관)동,양식(옥),철근콘크리트조,Y,Y
MU292010103360,동부소방서,대인119안전센터,반도,일반음식점,20220302153210,20220302,153210,2022,03,02,복합건축물,,20030527,,광주광역시 동구 대인동 ,독립로264번길,반도빌딩,,,,,5/1,반도빌딩(반도카바레) - 반도빌딩(반도카바레)동,양식(옥),철근콘크리트조,,Y
MU292010103119,동부소방서,대인119안전센터,메인,유흥주점,20220710094028,20220710,094028,2022,07,10,,,20090202,20220616,광주광역시 동구 금남로5가 ,구성로,,석고보드.타일.유리.콘크리트.,,,35652.0,4,,양식(옥),철근콘크리트조,,Y
MU292010103647,광산소방서,첨단119안전센터,더홀릭 광주첨단점,일반음식점,20220128173255,20220128,173255,2022,01,28,위락시설,20100902,20100908,20220127,광주광역시 광산구 쌍암동 ,첨단중앙로152번길,,석고보드. 유리,799.0,방염필름,126.0,0/3,나이스음악홀 - 나이스음악홀동,양식(옥),철근콘크리트조,,Y
MU292011106675,북부소방서,임동119안전센터,풀노래홀,유흥주점,20221110092625,20221110,092625,2022,11,10,위락시설,20110125,20110126,20221017,광주광역시 북구 유동 ,중가로51번길,,석고보드.타일.유리,284.0,,,2/1,,양식(옥),철근콘크리트조,,Y
MU472009103305,영천소방서,동부119안전센터,신바람,노래연습장업,20220705120019,20220705,120019,2022,07,05,근린생활시설,,20131203,20220610,경상북도 영천시 야사동 ,상록1길,,,,합판. 목재,49.0,1/2,신바람노래연습장 - 신바람노래연습장동,양식(옥),철근콘크리트조,,Y
MU292010102765,광산소방서,첨단119안전센터,에스(S),단란주점,20220823101851,20220823,101851,2022,08,23,근린생활시설,20100226,20100305,20121220,광주광역시 광산구 월계동 ,임방울대로826번길,,석고보드.유리,414.0,,,0/2,,양식(옥),철근콘크리트조,,Y
MU292010102844,동부소방서,대인119안전센터,베리굿,단란주점,20220628160835,20220628,160835,2022,06,28,근린생활시설,,19950930,20160922,광주광역시 동구 호남동 ,천변우로,,,,,,1/3,박은경패션 - 박은경패션동,양식(옥),철근콘크리트조,,Y
MU292010102847,동부소방서,대인119안전센터,오공주,유흥주점,20220628160434,20220628,160434,2022,06,28,근린생활시설,,19830711,20160803,광주광역시 동구 호남동 ,천변우로,,,,,,1/4,백두대간건물 - 양평해장국(백두대간)동,양식(옥),철근콘크리트조,,Y
MU292010102811,광산소방서,신가119안전센터,세시봉,일반음식점,20220623115130,20220623,115130,2022,06,23,근린생활시설,20100312,20100324,20210614,광주광역시 광산구 신가동 ,수등로,,석고보드.유리,298.0,,,1/5,신가빌딩 - 신가빌딩동,양식(옥),철근콘크리트조,,Y
MU472009101364,경산소방서,중산119안전센터,보보스노래연습장,노래연습장업,20220624153638,20220624,153638,2022,06,24,근린생활시설,20060816,20210721,20220624,경상북도 경산시 정평동 ,강변서로,,석고 등,242.0,방염도로,71.0,1/3,보보스노래방 - 보보스노래방동,양식(옥),철근콘크리트조,,Y
MU472009102420,봉화소방서,춘양119안전센터,아하노래연습장,노래연습장업,20220808091709,20220808,091709,2022,08,08,근린생활시설,,20220727,20220801,경상북도 봉화군 석포면 석포리,석포로,,석고보드,,방염벽지,,1,아하노래방 - 아하노래방동,한식(옥),벽돌조,,Y
MU472009102392,구미소방서,송정119안전센터,러브 노래연습장,노래연습장업,20221216074409,20221216,074409,2022,12,16,근린생활시설,,20000621,20221214,경상북도 구미시 형곡동 ,형곡동로,,,,,,1/3,러브노래연습장(강구횟집) - 러브노래연습장(강구횟집)동,양식(옥),철근콘크리트조,,Y
MU472009102438,봉화소방서,춘양119안전센터,비너스가요주점,유흥주점,20221020150720,20221020,150720,2022,10,20,근린생활시설,,20200921,20200917,경상북도 봉화군 춘양면 의양리,운곡길,,석고보드,134.0,합판,28.0,3/1,비너스유흥주점 - 비너스유흥주점동,양식(옥),철근콘크리트조,,Y
MU472009102498,문경소방서,점촌119안전센터,친구가요방(구카사노바가요주점/ 구왕눈이),유흥주점,20221030140441,20221030,140441,2022,10,30,위락시설,20050830,20221005,20221005,경상북도 문경시 흥덕동 ,신흥1길,해궁,,,,,3,친구가요방(구.카사노바) - 친구가요방동,양식(옥),철근콘크리트조,,Y
MU472009103738,영주소방서,가흥119안전센터,나비,유흥주점,20220906130523,20220906,130523,2022,09,06,근린생활시설,,20070530,20220726,경상북도 영주시 영주동 ,구성로350번길,인디안,석고보드 및 데코타일,,MDF 방염,,-1/4,인디언건물(나비 구리갈) - 인디언 건물(나비 구리갈)동,양식(옥),철근콘크리트조,,Y
MU472009101056,포항남부소방서,효자119안전센터,청담한우,일반음식점,20221020140008,20221020,140008,2022,10,20,근린생활시설,,20021111,20221020,경상북도 포항시 남구 대잠동 ,대이로41번길,,석고. 유리. 철판 등,,필름,99.0,0/2,미송(구 서희) - 시하우스동,양식(옥),철근콘크리트조,,Y
