MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU292010103246,광산소방서,첨단119안전센터,토마토노래연습장,노래연습장업,20211217191607,20211217,191607,2021,12,17,근린생활시설,20020426,20020426,20211216,광주광역시 광산구 쌍암동 ,첨단중앙로152번길,,,,,,0/1,,양식(옥),철골조,,Y
MU292010104335,동부소방서,대인119안전센터,스타일,유흥주점,20211007170022,20211007,170022,2021,10,07,복합건축물,,20040507,20210901,광주광역시 동구 대인동 ,제봉로,,,,,,1/4,세도빌딩 - 세도빌딩(수협)동,양식(옥),철근콘크리트조,,Y
MU472009102936,울진소방서,후포119안전센터,신바람노래연습장,노래연습장업,20210625102858,20210625,102858,2021,06,25,근린생활시설,19980217,19980218,20200604,경상북도 울진군 후포면 삼율리,후포삼율로,후포백두산약국,,,,,3,신바람노래연습장 - 신바람노래연습장동,양식(옥),철근콘크리트조,,Y
MU472009103136,영천소방서,동부119안전센터,제우스가요주점,유흥주점,20210419094140,20210419,094140,2021,04,19,위락시설,,20070213,20190514,경상북도 영천시 문외동 ,시청남1길,,석고보드,,MDF 및 목재,,1/3,제우스가요주점 - 제우스가요주점동,양식(옥),철근콘크리트조,,Y
MU472009103138,영천소방서,동부119안전센터,황진이 가요주점,유흥주점,20210408154640,20210408,154640,2021,04,08,위락시설,,20070528,20190709,경상북도 영천시 문외동 ,시청로,,,,MDF 및 목재,196.0,1/5,대광빌딩(쇼걸노래클럽) - 대광빌딩동,양식(옥),철근콘크리트조,,N
MU472009103142,의성소방서,의성119안전센터,도리천가요주점,유흥주점,20210514090552,20210514,090552,2021,05,14,위락시설,,20060613,20210512,경상북도 의성군 의성읍 도서리,중앙길,,,,목재류,42.0,0/3,도리천 - 도리천동,양식(옥),철근콘크리트조,,Y
MU292010103856,동부소방서,대인119안전센터,다락마을 충장로점,일반음식점,20210924164539,20210924,164539,2021,09,24,근린생활시설,,20000101,20210621,광주광역시 동구 충장로3가 ,충장로,,,,,,1/5,혜성빌딩 - 혜성빌딩동,양식(옥),철근콘크리트조,,Y
MU472009102707,영천소방서,금호119안전센터,렉세스가요주점,유흥주점,20210528165458,20210528,165458,2021,05,28,위락시설,20081209,20131226,20191230,경상북도 영천시 금호읍 냉천리,금호로,,석고보드,190.0,,,0/1,렉세스 가요주점 - 렉세스건물동,양식(옥),벽돌조,,Y
MU472009104129,문경소방서,모전119안전센터,아일랜드노래연습장,노래연습장업,20210405064708,20210405,064708,2021,04,05,근린생활시설,20080619,20180612,20210402,경상북도 문경시 모전동 ,매봉6길,,,,MDF,164.0,2,아일랜드노래연습장 - 아일랜드노래연습장동,양식(옥),철근콘크리트조,,Y
MU472009102745,영덕소방서,영덕119안전센터,너구리식당,일반음식점,20210503075958,20210503,075958,2021,05,03,근린생활시설,20151109,20151116,,경상북도 영덕군 영덕읍 남석리,덕곡길,,석고보드 마감,539.0,필름,2.0,4,정안빌딩 - 정안빌딩동,양식(옥),철근콘크리트조,,Y
MU292010102624,동부소방서,지산119안전센터,풀피리,노래연습장업,20211104094803,20211104,094803,2021,11,04,근린생활시설,,20020314,20160802,광주광역시 동구 서석동 ,백서로176번길,,,,,,지하1층,풀피리노래방 - 풀피리노래방동,양식(옥),철근콘크리트조,,Y
MU472009102917,문경소방서,점촌119안전센터,보스(구.신마담(구 벤츠),유흥주점,20211029103100,20211029,103100,2021,10,29,위락시설,20110331,20200512,20211008,경상북도 문경시 점촌동 ,신흥로,,콘크리트.벽돌.석고,248.0,합판(도료 칠),51.0,2/0,밴츠(구.킹스타가요방 - 킹스타가요방동,양식(옥),철근콘크리트조,,Y
MU292011107335,북부소방서,우산119안전센터,뚱이식당,일반음식점,20210106102903,20210106,102903,2021,01,06,복합건축물,20070809,20070809,20201201,광주광역시 북구 각화동 ,동문대로248번길,각화동종합상가(주),,,,,3/0,각화동종합상가 - 각화동종합상가(주)동,양식(옥),철근콘크리트조,,Y
MU472009100908,포항남부소방서,해도119안전센터,88노래클럽,단란주점,20210106131301,20210106,131301,2021,01,06,근린생활시설,,20070529,20200831,경상북도 포항시 남구 해도동 ,상공로,,,,,,3,88노래클럽 건물 - A동동,양식(옥),철근콘크리트조,,Y
MU292010103218,광산소방서,첨단119안전센터,퀸스음악홀,유흥주점,20210619071034,20210619,071034,2021,06,19,근린생활시설,,20081223,20150420,광주광역시 광산구 쌍암동 ,임방울대로826번길,,,,,,0/2,손경수건물 - 가동동,양식(옥),철골조,,Y
MU292010103496,광산소방서,송정119안전센터,엔젤노래연습장,노래연습장업,20210609074734,20210609,074734,2021,06,09,근린생활시설,20030620,20030618,,광주광역시 광산구 도산동 ,송도로182번길,, ,,합판.목재,120.0,3/0,,양식(옥),철골조,,Y
MU472009100087,경주소방서,동부119안전센터,Play Station(플레이스테이션)(구.캐슬PC존 PC방),인터넷컴퓨터게임시설제공업(PC방),20210827085428,20210827,085428,2021,08,27,,20080410,20080411,20210826,경상북도 경주시 성건동 ,금성로395번길,,콘크리트. 석고 등,344.0,벽면. 천정 장식 등,20.0,4,,양식(옥),철근콘크리트조,,Y
MU292010103476,광산소방서,첨단119안전센터,돌아이2,유흥주점,20211130141514,20211130,141514,2021,11,30,근린생활시설,20100727,20100727,20211130,광주광역시 광산구 쌍암동 ,첨단중앙로152번길,,석고보드. 타일,139.0,,,0/2,,양식(옥),철근콘크리트조,,Y
MU292010103477,광산소방서,첨단119안전센터,돌아이2,유흥주점,20211130141612,20211130,141612,2021,11,30,근린생활시설,20100726,20100727,20211130,광주광역시 광산구 쌍암동 ,첨단중앙로152번길,,석고보드. 타일,681.0,,,0/2,,양식(옥),철근콘크리트조,,Y
MU472009100174,경산소방서,중산119안전센터,루나,유흥주점,20210712132347,20210712,132347,2021,07,12,복합건축물,20080808,20141124,,경상북도 경산시 옥산동 ,성암로21길,옥산영선교회,석고보드.콘크리트,174.0,MDF,73.0,0/4,김학수건물(옥산영선교회 구. 최광용건물) - 최광용건물동,양식(옥),철근콘크리트조,,Y
MU472009100227,영천소방서,남부119안전센터,아우디,유흥주점,20210902092250,20210902,092250,2021,09,02,위락시설,20050110,20050110,20210823,경상북도 영천시 완산동 ,완산중앙7길,,석고보드,328.0,문.문틀.누전차단기.TV박스.화장실문,,지상1층,노래하는도깨비 - 노래하는도깨비동,양식(옥),철근콘크리트조,,Y
MU292010103358,동부소방서,대인119안전센터,반도다원,일반음식점,20211007170651,20211007,170651,2021,10,07,복합건축물,,20010615,20210902,광주광역시 동구 대인동 ,독립로264번길,반도빌딩,,,,,5/1,반도빌딩(반도카바레) - 반도빌딩(반도카바레)동,양식(옥),철근콘크리트조,,Y
MU292010103359,동부소방서,대인119안전센터,반도구내식당,일반음식점,20211007170438,20211007,170438,2021,10,07,복합건축물,,20010719,20210902,광주광역시 동구 대인동 ,독립로264번길,반도빌딩,,,,,5/1,반도빌딩(반도카바레) - 반도빌딩(반도카바레)동,양식(옥),철근콘크리트조,,Y
MU292010104076,광산소방서,비아119안전센터,샤방샤방 노래연습장,노래연습장업,20210624062721,20210624,062721,2021,06,24,근린생활시설,20101101,20101202,20170302,광주광역시 광산구 수완동 ,장신로147번길,,석고보드.타일.유리,564.0,,,0/5,나성채 건물 - 1동동,양식(옥),철근콘크리트조,,Y
MU292010102916,광산소방서,송정119안전센터,아시아노래연습장,노래연습장업,20210913113849,20210913,113849,2021,09,13,근린생활시설,20091130,20091209,20210909,광주광역시 광산구 송정동 ,광산로30번길,,석고보드.유리,420.0,없음,0.0,1/2,한국회관 - 한국회관동,양식(옥),철근콘크리트조,,Y
MU292010104295,광산소방서,첨단119안전센터,보이스,유흥주점,20211225102753,20211225,102753,2021,12,25,위락시설,20101116,20110105,20211222,광주광역시 광산구 쌍암동 ,첨단중앙로152번길,,석고보드.타일.유리,218.0,,,0/2,보이스유흥주점 - 보이스음악홀동,양식(옥),철골철근콘크리트조,,Y
MU472009103318,안동소방서,입암119안전센터,입암영상가요주점,유흥주점,20211213220317,20211213,220317,2021,12,13,위락시설,,20211209,20200206,경상북도 영양군 입암면 신구리,조기리길,,,,MDF방염시트,52.0,0/2,입암영상가요주점 - 입암영상가요주점동,양식(옥),철근콘크리트조,,Y
MU472009101253,칠곡소방서,석적119안전센터,카네기가요주점,유흥주점,20210701134236,20210701,134236,2021,07,01,,,20020729,20210610,경상북도 칠곡군 석적읍 중리,북중리2길,,,,,,0/3,,양식(옥),철근콘크리트조,,Y
MU472009101346,경산소방서,중산119안전센터,동숙이 노래연습장,노래연습장업,20210525085409,20210525,085409,2021,05,25,근린생활시설,,20210518,,경상북도 경산시 정평동 ,강변서로51길,,,,,,4,단나노래방건물 - 단나노래방건물동,양식(옥),철근콘크리트조,,Y
MU472009103779,구미소방서,상림119안전센터,화성노래연습장,노래연습장업,20211104162608,20211104,162608,2021,11,04,근린생활시설,,20041221,20211104,경상북도 구미시 상모동 ,상사동로,,석고보드 등,,MDF(방염필름),98.0,1,화성노래연습장 - 화성노래연습장동,양식(옥),철근콘크리트조,,Y
MU472009103265,의성소방서,의성119안전센터,단촌가요주점,유흥주점,20210730125734,20210730,125734,2021,07,30,위락시설,20020802,20020802,20210730,경상북도 의성군 단촌면 하화리,장터길,,,,합판(방염도료),21.0,1/2,,양식(옥),철근콘크리트조,,Y
MU472009103081,영천소방서,동부119안전센터,클레오노래주점,유흥주점,20210408155248,20210408,155248,2021,04,08,위락시설,,20070315,20201224,경상북도 영천시 문외동 ,시청남1길,,석고보드,,합판. 목재,60.0,1/4,클레오노래방 - 클레오노래방동,양식(옥),철근콘크리트조,,Y
MU472009102490,문경소방서,점촌119안전센터,보리수가요방(구.THE QUEEN),유흥주점,20210628151229,20210628,151229,2021,06,28,위락시설,20010822,20200814,20200818,경상북도 문경시 점촌동 ,신흥로,,석고보드,,MDF.합판,76.0,3,보리수가요방(구.THE QUEEN) - 나비동,양식(옥),철근콘크리트조,,Y
MU472009102519,영주소방서,풍기119안전센터,명월관,유흥주점,20210902071726,20210902,071726,2021,09,02,위락시설,,20130315,20200724,경상북도 영주시 단산면 옥대리,보옥로,명월관,,,,,0/1,명월관(구. 투영가요랜드) - 투영가요랜드(명품관)동,양식(옥),벽돌조,,Y
MU472009103185,영천소방서,동부119안전센터,오렌지가요주점,유흥주점,20210923133820,20210923,133820,2021,09,23,위락시설,,20150618,20210831,경상북도 영천시 문외동 ,호국로,,,,성파13810-531(2003.08.13)의거 후처리됨,,1/4,길가요주점 - 길가요주점동,양식(옥),철근콘크리트조,,Y
MU472009101060,포항남부소방서,효자119안전센터,OK노래연습장,노래연습장업,20211123182514,20211123,182514,2021,11,23,근린생활시설,,20021230,20211124,경상북도 포항시 남구 대잠동 ,대이로111번길,OK빌딩,석고. 유리. 철판 등,,필름,86.0,0/3,OK빌딩(오케이노래연습장) - OK빌딩동,양식(옥),철근콘크리트조,,Y
MU472009101388,경산소방서,자인119안전센터,둘셋 노래연습장,노래연습장업,20210713084738,20210713,084738,2021,07,13,복합건축물,20210703,20210803,20190114,경상북도 경산시 용성면 당리리,원효로,,,,,,1/5,염호한건물 - 동명칭없음동,양식(옥),철근콘크리트조,,Y
MU472009102729,영천소방서,남부119안전센터,불꽃다방,휴게음식점,20211117140316,20211117,140316,2021,11,17,,20070627,2017121,20171201,경상북도 영천시 금노동 ,금완로,,석고보드,149.0,MDF 위 방염도료 칠,28.0,1/4,,양식(옥),철근콘크리트조,,Y
MU472009101075,포항남부소방서,해도119안전센터,못잊어  또왔네,일반음식점,20210602131746,20210602,131746,2021,06,02,근린생활시설,,20030830,20210601,경상북도 포항시 남구 상도동 ,상도로,,석고,,방염벽지,63.0,1/4,,양식(옥),철근콘크리트조,,Y
MU472009101479,영천소방서,동부119안전센터,인터넷 월드,인터넷컴퓨터게임시설제공업(PC방),20210521142542,20210521,142542,2021,05,21,,20060926,20150508,20190701,경상북도 영천시 야사동 ,충효로,,석고보드,102.0,MDF(벽체외),39.0,1/3,,양식(옥),철근콘크리트조,,Y
MU472009101518,구미소방서,인동119안전센터,인동타임노래주점,유흥주점,20210521162206,20210521,162206,2021,05,21,,,20050323,20191218,경상북도 구미시 황상동 ,인동중앙로3길,,,,,,10/1,,양식(옥),철근콘크리트조,,Y
MU472009103078,영천소방서,동부119안전센터,놀러와,유흥주점,20210713135235,20210713,135235,2021,07,13,복합건축물,,20070427,20210706,경상북도 영천시 문외동 ,시청로,,,,목재 및 MDF,345.0,0/2,,양식(옥),철근콘크리트조,,Y
MU472009103091,영천소방서,동부119안전센터,핑크,유흥주점,20210603093341,20210603,093341,2021,06,03,위락시설,,20070731,20210506,경상북도 영천시 문외동 ,호국로,,,,,,1/6,파라오노래궁 - 파라오노래궁동,양식(옥),철근콘크리트조,,Y
MU472009101514,포항남부소방서,연일119안전센터,용인콜라텍,콜라텍업,20210106102742,20210106,102742,2021,01,06,판매시설,,20030930,20200303,경상북도 포항시 남구 연일읍 동문리,철강로41번길,연일용인상가(2),,,방염필름,18.0,1/2,연일용인상가 2동 - 연일용인상가2동동,양식(옥),철근콘크리트조,,Y
MU472009101537,구미소방서,인동119안전센터,도화클럽,유흥주점,20210914181537,20210914,181537,2021,09,14,,,20080905,20131120,경상북도 구미시 임수동 ,3공단1로,,석고보드,692.0,방염도료.방염필름,308.0,10/1,,양식(옥),철근콘크리트조,,Y
MU472009101430,경주소방서,감포119안전센터,엠타운노래클럽,단란주점,20210819163437,20210819,163437,2021,08,19,,20080623,20080624,20210819,경상북도 경주시 양남면 나아리,동해안로,,콘크리트. 석고 등,262.0,벽면장식 등,30.0,2,,양식(옥),철근콘크리트조,,Y
MU472009101554,포항남부소방서,연일119안전센터,천둥노래연습장,노래연습장업,20210527160223,20210527,160223,2021,05,27,근린생활시설,,20011008,20210527,경상북도 포항시 남구 연일읍 괴정리,철강로41번길,,,,MDF무늬목(방염후처리됨),,0/3,천둥노래연습장 건물 - 천둥노래연습장 건물동,양식(옥),철근콘크리트조,,Y
MU472009102202,구미소방서,인동119안전센터,메가박스 구미강동점,영화상영관,20211214084037,20211214,084037,2021,12,14,,,20151016,20211213,경상북도 구미시 진평동 ,인동가산로,,,,,,12/1,,양식(옥),철근콘크리트조,Y,Y
MU472009101635,포항남부소방서,울릉119안전센터,한사랑가요주점,유흥주점,20210106082040,20210106,082040,2021,01,06,위락시설,20051017,20051025,20201221,경상북도 울릉군 울릉읍 도동리,도동3길,,,,방염시트지,69.0,2,한사랑가요주점 - 한사랑가요주점동,양식(옥),철근콘크리트조,,Y
MU472009104020,경주소방서,동부119안전센터,훈춘양꼬치(구.스카이소주방),일반음식점,20211216154411,20211216,154411,2021,12,16,,20070315,20070316,20211216,경상북도 경주시 성건동 ,동대로,,시멘트몰탈. 고보드. 타일. 벽지마감,195.0,합판(방염도료38). 방염필름,38.0,1/3,,양식(옥),철근콘크리트조,,Y
MU472009103586,구미소방서,원평119안전센터,둥지,유흥주점,20211014153757,20211014,153757,2021,10,14,,,20110418,20191118,경상북도 구미시 원평동 ,구미중앙로27길,,,,,,1/4,,양식(옥),철근콘크리트조,,Y
MU472009103601,구미소방서,원평119안전센터,궁노래광장주점,유흥주점,20210318122653,20210318,122653,2021,03,18,,,20010122,20161103,경상북도 구미시 원평동 ,구미중앙로27길,,,,,,1/4,,양식(옥),철근콘크리트조,,Y
MU472009103283,의성소방서,의성119안전센터,5번국도가요주점,유흥주점,20210908125641,20210908,125641,2021,09,08,위락시설,,20190403,20210902,경상북도 의성군 단촌면 하화리,장터길,,,,목재 등,,0/2,5번국도가요주점(유흥주점) - 5번국도가요주점동,양식(옥),철근콘크리트조,,Y
MU472009101593,영천소방서,동부119안전센터,동경,유흥주점,20210603093433,20210603,093433,2021,06,03,근린생활시설,20080305,20180730,20190722,경상북도 영천시 문외동 ,삼산길,,석고보드,151.0,MDF.합판(방염시트지부착),,1/4,,양식(옥),철근콘크리트조,,Y
MU472009101606,구미소방서,인동119안전센터,초원노래타운,유흥주점,20210727110912,20210727,110912,2021,07,27,,,19000101,20210720,경상북도 구미시 황상동 ,인동중앙로13길,,,,,,1,,양식(옥),철근콘크리트조,,Y
MU472009101603,문경소방서,가은119안전센터,앵콜가요주점,유흥주점,20210525134448,20210525,134448,2021,05,25,위락시설,20021220,20210521,20210524,경상북도 문경시 가은읍 왕능리,대야로,,석고보드.타일,149.0,방염도료,23.0,2,앵콜가요주점 - 앵콜가요주점동,양식(옥),철근콘크리트조,,Y
MU472009102450,구미소방서,송정119안전센터,끼리끼리노래연습장,노래연습장업,20211103133633,20211103,133633,2021,11,03,근린생활시설,,20151228,,경상북도 구미시 형곡동 ,형곡로,,,,MDF,186.0,1/3,여의도노래방 건물 - 여의도노래방 건물동,양식(옥),철근콘크리트조,,Y
MU472009103641,포항북부소방서,흥해119안전센터,정원호프단란주점,단란주점,20210304122201,20210304,122201,2021,03,04,,,20090225,20210304,경상북도 포항시 북구 송라면 광천리,동해대로,,,,,,0/2,,양식(옥),철근콘크리트조,,Y
MU292011105315,북부소방서,우산119안전센터,스마트고시텔,고시원업,20211104130912,20211104,130912,2021,11,04,근린생활시설,20110103,2021113,2021113,광주광역시 북구 중흥동 ,서방로19번길,고시원,석고.유리.시멘트,2427.0,,,4/0,,양식(옥),철근콘크리트조,,Y
MU292011105477,북부소방서,우산119안전센터,공감스테이,고시원업,20210421172557,20210421,172557,2021,04,21,근린생활시설,20191115,20210421,20210421,광주광역시 북구 중흥동 ,호동로,,석고보드.유리.콘크리트.타일,1788.0,,,0/4,대성고시원 - 대성고시원동,양식(옥),철근콘크리트조,,Y
MU472009102414,경주소방서,동부119안전센터,영빈회관,유흥주점,20210604103129,20210604,103129,2021,06,04,,20071218,20071221,20210604,경상북도 경주시 노동동 ,동성로,,콘크리트. 석고. 유리. 핸디코트,499.0,천정. 벽체장식 등,77.0,1/5,,양식(옥),철근콘크리트조,,Y
MU472009103147,칠곡소방서,북삼119안전센터,지중해 가요주점,유흥주점,20211130160337,20211130,160337,2021,11,30,근린생활시설,19970409,19970409,20211123,경상북도 칠곡군 북삼읍 인평리,인평중앙로,,,,,,0/2,,양식(옥),철근콘크리트조,,Y
MU292011105776,북부소방서,우산119안전센터,나이스성인오락실,게임제공업,20211111213358,20211111,213358,2021,11,11,근린생활시설,,20070601,20210916,광주광역시 북구 우산동 ,동문대로,,타일.유리.석고보드,,,,1/3,르까프 - 브렌따노동,양식(옥),철근콘크리트조,,Y
MU472009102597,영덕소방서,강구119안전센터,오션뷰 호텔 꿀맛집,일반음식점,20210722083659,20210722,083659,2021,07,22,근린생활시설,20050810,20050817,20170313,경상북도 영덕군 강구면 삼사리,해상공원길,OceanView호텔,철근콘크리트(벽). 석고보드(천장),,MDF(필름78.2/도료3.42),78.0,1/5,,양식(옥),철근콘크리트조,,N
MU292010103619,광산소방서,첨단119안전센터,보스턴,유흥주점,20210904095246,20210904,095246,2021,09,04,근린생활시설,20091207,20091214,20161104,광주광역시 광산구 쌍암동 ,임방울대로801번길,,,,,,0/4,대호빌딩(구.광덕빌딩) - 1동,양식(옥),철근콘크리트조,,Y
MU472009103717,포항남부소방서,해도119안전센터,워너비노래클럽,유흥주점,20210527115940,20210527,115940,2021,05,27,위락시설,,19991207,20210520,경상북도 포항시 남구 상도동 ,중흥로61번길,,타일 등,,,,0/1,캔디가요주점 - 캔디가요주점동,양식(옥),철골조,,Y
MU472009102682,포항남부소방서,해도119안전센터,첫사랑 노래연습장,노래연습장업,20210525120934,20210525,120934,2021,05,25,복합건축물,20071221,20071226,20210525,경상북도 포항시 남구 상도동 ,상대로,,콘크리트.석고.유리.방화문.타일,226.0,,,4,첫사랑노래연습장 - 첫사랑노래연습장동,양식(옥),철근콘크리트조,,Y
MU472009102103,구미소방서,인동119안전센터,키스노래연습장,노래연습장업,20210119104913,20210119,104913,2021,01,19,,,20080515,20210118,경상북도 구미시 진평동 ,인동32길,,석고보드.타일.유리,278.0,MDF(방염필름),72.0,0/5,,양식(옥),철근콘크리트조,,Y
MU472009101463,영천소방서,남부119안전센터,솔지 노래연습장,노래연습장업,20210514090635,20210514,090635,2021,05,14,근린생활시설,,20070530,20210511,경상북도 영천시 완산동 ,금완로,,,,방염도료,,지상3/지하1,휴게실노래연습장 - 주1동,양식(옥),철근콘크리트조,,Y
MU472009101032,김천소방서,다수119안전센터,엘파소,유흥주점,20210412080025,20210412,080025,2021,04,12,,,20001202,20210408,경상북도 김천시 부곡동 ,시민로,,,,합판,66.0,1/4,와와가요방 - 와와가요방동,양식(옥),철근콘크리트조,,Y
MU472009101167,경산소방서,자인119안전센터,용성 노래연습장,노래연습장업,20210130122921,20210130,122921,2021,01,30,근린생활시설,,20210122,20161122,경상북도 경산시 용성면 미산리,원효로,,,,,,0/1,용성노래연습장 - 용성노래연습장동,양식(옥),벽돌조,,Y
MU472009104923,의성소방서,안계119안전센터,승리가요주점,유흥주점,20211005084555,20211005,084555,2021,10,05,,,11111111,20210914,경상북도 의성군 다인면 서릉리,서릉길,,,,,,0/3,,양식(옥),철근콘크리트조,,Y
MU472009105860,영덕소방서,영해119안전센터,고래불유흥주점,유흥주점,20210930143835,20210930,143835,2021,09,30,위락시설,20060130,20060218,20210930,경상북도 영덕군 영해면 성내리,예주2길,,석고보드. 파벽돌.타일 등,,MDF위 방염필름,74.0,1,,양식(옥),철근콘크리트조,,Y
MU472009101236,칠곡소방서,석적119안전센터,피파(F I F A),노래연습장업,20211015084730,20211015,084730,2021,10,15,,20000906,20000907,20210930,경상북도 칠곡군 석적읍 중리,북중리12길,,,,,,0/3,,양식(옥),철골철근콘크리트조,,Y
MU472009102004,구미소방서,인동119안전센터,앗싸노래연습장,노래연습장업,20210511122425,20210511,122425,2021,05,11,,,19000101,20190409,경상북도 구미시 황상동 ,인동중앙로,,,,,,5/1,,양식(옥),철근콘크리트조,,Y
MU472009101142,구미소방서,인동119안전센터,하드락클럽,유흥주점,20210618084249,20210618,084249,2021,06,18,복합건축물,,20140929,20170410,경상북도 구미시 황상동 ,인동중앙로3길,,,,,,1/5,인동코아(동막골민속주점) - 인동코아동,양식(옥),철근콘크리트조,,Y
MU472009102248,구미소방서,원평119안전센터,쑤코타이[변경전. 꼴통노래주점],유흥주점,20210201183328,20210201,183328,2021,02,01,,,20010727,20200113,경상북도 구미시 원평동 ,산업로28길,,석고보드,,,,1/4,,양식(옥),철근콘크리트조,,Y
MU472009101172,구미소방서,인동119안전센터,바나나 노래타운주점,유흥주점,20210902081832,20210902,081832,2021,09,02,,,20001103,20210823,경상북도 구미시 인의동 ,여헌로3길,,,,방염도료,118.0,5/1,,양식(옥),철근콘크리트조,,Y
MU472009101285,포항남부소방서,해도119안전센터,땡벌7080,단란주점,20211230164110,20211230,164110,2021,12,30,근린생활시설,,20070529,20161215,경상북도 포항시 남구 해도동 ,해동로,,,,,,0/3,대청단란주점 - 대청단란주점동,양식(옥),철근콘크리트조,,Y
MU472009101411,구미소방서,인동119안전센터,진평카사노바주점,유흥주점,20210111084319,20210111,084319,2021,01,11,,,20011201,20201214,경상북도 구미시 진평동 ,인동32길,,,,,,1,,양식(옥),철근콘크리트조,,Y
MU472009101318,포항남부소방서,해도119안전센터,금노을노래연습장,노래연습장업,20211013123946,20211013,123946,2021,10,13,근린생활시설,,19990209,20170314,경상북도 포항시 남구 대도동 ,희망대로,,,,,,1/3,금노을 노래연습장 건물 - 금노을노래연습장 건물동,양식(옥),철근콘크리트조,,N
MU472009104658,경주소방서,감포119안전센터,대원노래궁,유흥주점,20210705083928,20210705,083928,2021,07,05,,20020204,20020204,20210702,경상북도 경주시 양남면 나아리,동해안로,,,,방염필름 사용,,0/1,,양식(옥),블록조,,Y
MU472009104663,경주소방서,감포119안전센터,고궁단란주점,단란주점,20210614141205,20210614,141205,2021,06,14,근린생활시설,20020103,20020104,20210610,경상북도 경주시 감포읍 감포리,감포로,,,,,,1,,기타 식,철근콘크리트조,,Y
MU472009104699,구미소방서,옥계119안전센터,장미노래연습장[구. 탑노래연습장],노래연습장업,20210629084739,20210629,084739,2021,06,29,복합건축물,20070424,20200706,20210628,경상북도 구미시 옥계동 ,산호대로27길,,석고보드,539.0,방염필름,91.0,0/4,친구안마 - B동동,양식(옥),철근콘크리트조,,Y
MU472009104704,포항남부소방서,구룡포119안전센터,그린노래연습장,노래연습장업,20210318081346,20210318,081346,2021,03,18,근린생활시설,,20010518,20210225,경상북도 포항시 남구 구룡포읍 구룡포리,구룡포길,,,,천정.카운터.문짝.모니터장,149.0,0/1,그린노래연습장 - 그린노래연습장동,양식(옥),철근콘크리트조,,Y
MU472009106042,경주소방서,동부119안전센터,석하한정식,일반음식점,20211228100212,20211228,100212,2021,12,28,,,19960311,20211227,경상북도 경주시 충효동 ,흥무로,,,,방염도료,,1/1,,양식(옥),철근콘크리트조,,Y
MU472009102145,포항북부소방서,흥해119안전센터,미인가요주점,유흥주점,20211206102322,20211206,102322,2021,12,06,,20030707,20030709,20211118,경상북도 포항시 북구 흥해읍 옥성리,흥해로,,석고보드마감,,MDF,86.0,0/3,,양식(옥),철골철근콘크리트조,,Y
MU472009104808,영덕소방서,강구119안전센터,영덕대게맛집슛돌이경우네집,일반음식점,20210914104450,20210914,104450,2021,09,14,근린생활시설,20141223,20141223,20210914,경상북도 영덕군 강구면 강구리,강구대게길,,석고보드. 몰탈. 타일,301.0,MDF[방염필름 제2008-06호(08.11.03) 방염필],,0/3,,양식(옥),철근콘크리트조,,Y
MU472009102130,포항북부소방서,흥해119안전센터,삼일,단란주점,20210804130940,20210804,130940,2021,08,04,,20070116,20070116,20210302,경상북도 포항시 북구 청하면 덕성리,청하로233번길,,드라이비드 마감,,해당없음,,2,,기타 식,기타 조,,Y
MU472009105002,포항남부소방서,오천119안전센터,미스터피자오천점,일반음식점,20210106091105,20210106,091105,2021,01,06,근린생활시설,,20071008,20160104,경상북도 포항시 남구 오천읍 구정리,정몽주로,,콘크리트. 석고. 타일등,253.0,MDF위 방염필름,71.0,4,파크랜드 - 파크랜드 건물동,양식(옥),철근콘크리트조,,N
MU472009102595,영주소방서,풍기119안전센터,샛별다방,휴게음식점,20211104143951,20211104,143951,2021,11,04,근린생활시설,,20070207,20211104,경상북도 영주시 풍기읍 성내리,기주로,경희이발관,,,,,1/3,샛별다방(구.별다방) - 샛별다방(구.다방)동,양식(옥),철근콘크리트조,,Y
MU472009102189,구미소방서,인동119안전센터,오케이단란주점,단란주점,20210526160339,20210526,160339,2021,05,26,,,20110906,20210517,경상북도 구미시 진평동 ,인동32길,,,,,,2,,양식(옥),철근콘크리트조,,Y
MU472009102061,구미소방서,인동119안전센터,애인노래연습장,노래연습장업,20210625124345,20210625,124345,2021,06,25,,,20051201,20190107,경상북도 구미시 진평동 ,인동16길,,,,,,5,,양식(옥),철근콘크리트조,,Y
MU472009102033,칠곡소방서,석적119안전센터,한라산,유흥주점,20210909144145,20210909,144145,2021,09,09,위락시설,20070404,20070404,20210903,경상북도 칠곡군 석적읍 중리,북중리2길,,,,,,0/2,야사시 - 야사시동,양식(옥),철골조,,Y
MU472009101726,경산소방서,중앙119안전센터,오케이노래주점,유흥주점,20210420202304,20210420,202304,2021,04,20,,20080502,20210412,,경상북도 경산시 중방동 ,원효로,,,,,,1/6,OK모텔 - OK모텔동,양식(옥),철근콘크리트조,,Y
